时间,id,车型,制造商,价格区间,销量
202208,3476,星瑞,吉利汽车,9.27-13.57万,9101
202208,3068,亚洲龙,丰田,15.88-23.68万,8893
202208,5290,驱逐舰05,比亚迪,7.38-12.28万,8725
202208,5257,QQ冰淇淋,奇瑞新能源,2.59-5.29万,8616
202208,1655,东风风神E70,东风风神,14.28-15.38万,8602
202208,148,宝马X1,宝马,16.69-40.99万,8602
202208,5859,长安Lumin,长安,3.79-6.99万,8492
202208,311,唐DM,比亚迪,16.98-26.98万,8145
202208,5273,宝马X5,宝马,51.00-73.50万,8139
202208,2812,宝马X3,宝马,34.99-48.69万,7938
202208,616,传祺GS4,广汽传祺,8.98-10.08万,7795
202208,4635,欧拉好猫,欧拉,9.38-12.38万,7594
202208,4086,艾瑞泽e,奇瑞新能源,15.28-15.78万,7493
202208,5343,问界M5,AITO,22.98-27.98万,7372
202208,1594,哈弗M6,哈弗,7.19-9.29万,7366
202208,410,高尔夫,大众,12.48-15.34万,7365
202208,5340,型格,本田,10.99-16.69万,7292
202208,2975,缤越,吉利汽车,5.98-8.98万,7228
202208,3736,凯迪拉克CT5,凯迪拉克,18.59-21.59万,7213
202208,1282,沃尔沃XC60,沃尔沃,24.90-45.89万,7185
202208,5015,ZEEKR 001,极氪,25.90-32.90万,7166
202208,4615,坦克300,坦克,19.98-33.00万,7151
202208,1323,现代ix35,现代,12.18-16.78万,7110
202208,3192,五菱宏光V,五菱汽车,4.48-5.28万,7084
202208,1977,探歌,大众,10.79-12.87万,6959
202208,536,汉兰达,丰田,17.98-27.88万,6846
202208,3365,奕炫,东风风神,6.49-10.68万,6832
202208,31,MG5,名爵,5.79-7.59万,6802
202208,100,奥迪Q3,奥迪,18.40-33.58万,6698
202208,5223,赛那,丰田,22.98-34.08万,6652
202208,2875,英仕派,本田,18.28-22.98万,6595
202208,5439,长安欧尚Z6,长安欧尚,8.69-12.09万,6478
202208,5817,吉利几何E萤火虫,吉利几何,5.98-8.48万,6314
202208,5872,帝豪L HiP,吉利汽车,8.98-9.98万,6300
202208,3171,捷达VS5,捷达,6.96-10.79万,6286
202208,4731,零跑C11,零跑汽车,13.38-19.51万,6277
202208,4272,零跑T03,零跑汽车,5.39-6.52万,6248
202208,283,飞度,本田,8.18-10.38万,6119
202208,5037,五菱星辰,五菱汽车,6.38-9.28万,6110
202208,579,蒙迪欧,福特,12.58-22.98万,5992
202208,95,奥迪A3,奥迪,13.69-25.13万,5950
202208,3157,吉利几何A,吉利几何,11.98-12.98万,5895
202208,3928,奔驰GLB,奔驰,31.19-36.79万,5844
202208,3275,哪吒U,哪吒汽车,11.88-20.68万,5781
202208,3352,小鹏P7,小鹏汽车,19.99-22.49万,5745
202208,4586,ID.4 CROZZ,大众,13.99-23.36万,5730
202208,4540,宋PLUS EV,比亚迪,14.18-17.58万,5686
202208,4563,哈弗大狗,哈弗,9.09-11.69万,5660
202208,2928,缤瑞,吉利汽车,7.48-9.48万,5547
202208,1094,瑞虎7,奇瑞,6.99-12.98万,5348
202208,5827,五菱佳辰,五菱汽车,6.48-9.78万,5324
202208,2913,奔驰A级,奔驰,25.13-27.57万,5291
202208,861,凯迪拉克XT5,凯迪拉克,23.59-45.27万,5274
202208,617,传祺GS8,广汽传祺,15.48-24.08万,5235
202208,3041,荣威i5,荣威,4.99-7.19万,5171
202208,4819,思皓花仙子,思皓,5.99-7.49万,5019
202208,1794,传祺M8,广汽传祺,16.98-33.28万,5018
202208,292,冠道,本田,18.98-27.98万,4958
202208,347,君越,别克,17.99-23.99万,4885
202208,5092,红旗E-QM5,红旗,16.58-23.98万,4879
202208,405,途昂,大众,19.90-33.90万,4853
202208,1081,艾瑞泽5,奇瑞,5.39-7.59万,4795
202208,1291,五菱荣光,五菱汽车,4.09-4.75万,4574
202208,445,菱智,东风风行,5.99-9.99万,4553
202208,2843,蔚来ES6,蔚来,33.80-39.60万,4507
202208,3052,长安CS35 PLUS,长安,6.99-8.19万,4442
202208,4258,ID.4 X,大众,13.99-22.34万,4409
202208,282,艾力绅,本田,27.98-33.18万,4371
202208,4787,影豹,广汽传祺,9.30-15.00万,4277
202208,1623,领克03,领克,11.68-42.03万,4196
202208,4840,皇冠陆放,丰田,28.48-33.28万,4149
202208,6132,红旗H5,红旗,10.98-17.58万,4147
202208,3359,微蓝6,别克,11.28-16.89万,4113
202208,4986,凌放HARRIER,丰田,19.18-27.58万,4065
202208,4353,长安UNI-T,长安,9.99-12.99万,4060
202208,291,奥德赛,本田,17.58-37.98万,3957
202208,4416,奔奔E-Star,长安欧尚,7.99万,3880
202208,4426,AION V,埃安,12.18-18.18万,3879
202208,4961,ID.6 CROZZ,大众,19.59-27.39万,3831
202208,1820,秦EV,比亚迪,15.58-16.98万,3823
202208,2832,传祺M6,广汽传祺,10.48-14.48万,3745
202208,5850,骏行,国金汽车,15.98万,3720
202208,3172,捷达VA3,捷达,6.28-8.98万,3666
202208,1322,途胜,现代,15.98-22.58万,3660
202208,2971,凯迪拉克XT4,凯迪拉克,15.97-20.57万,3585
202208,3981,冒险家,林肯,18.88-29.08万,3538
202208,5048,凡尔赛C5 X,雪铁龙,12.67-16.97万,3527
202208,3351,启辰D60 EV,启辰,13.98-14.78万,3397
202208,3762,Model 3,特斯拉,23.55-33.95万,3390
202208,5251,哈弗神兽,哈弗,13.00-16.70万,3263
202208,4654,风行T5 EVO,东风风行,9.99-13.99万,3252
202208,2849,捷途X90,捷途,13.99-17.29万,3173
202208,1355,迈锐宝XL,雪佛兰,17.59-21.99万,3156
202208,1014,马自达3 昂克赛拉,马自达,8.99-14.19万,3131
202208,416,大众CC,大众,17.49-22.49万,3131
202208,3478,蔚来ET7,蔚来,42.80-51.60万,3126
202208,5153,启辰大V,启辰,9.98-12.88万,3072
202208,1281,沃尔沃S90,沃尔沃,27.90-50.59万,3059
202208,741,博越,吉利汽车,8.28-10.88万,3054
202208,1738,瑞虎5x,奇瑞,5.59-7.89万,2995
202208,1622,领克01,领克,12.58-16.68万,2988
202208,4688,枫叶80v,睿蓝汽车,8.98-17.87万,2940
202208,2963,奥迪Q2L,奥迪,12.98-19.00万,2917
202208,4125,东风纳米EX1,东风纳米,4.57万,2866
202208,5238,坦克500,坦克,33.50-39.50万,2800
202208,1292,五菱之光,五菱汽车,3.51-3.79万,2797
202208,4074,北京EU5,北京汽车,12.99-17.19万,2713
202208,5217,大众ID.3,大众,11.99-13.69万,2693
202208,5004,小鹏P5,小鹏汽车,15.69-17.49万,2678
202208,5820,问界M7,AITO,24.98-32.98万,2668
202208,3077,唐EV,比亚迪,21.98-26.98万,2666
202208,5388,领睿,福特,11.88-16.18万,2634
202208,1092,瑞虎3x,奇瑞,4.99-6.19万,2597
202208,3710,CLEVER,荣威,5.20万,2554
202208,3276,捷达VS7,捷达,8.79-12.39万,2549
202208,215,奔驰GLA,奔驰,29.99-34.69万,2543
202208,3334,锐际,福特,11.98-16.98万,2447
202208,3437,揽境,大众,20.19-30.19万,2394
202208,164,北京越野BJ40,北京越野,13.98-26.99万,2392
202208,1279,沃尔沃S60,沃尔沃,18.90-38.49万,2371
202208,4342,领克06,领克,9.76-11.76万,2365
202208,281,本田UR-V,本田,24.68-32.98万,2354
202208,4380,吉利几何C,吉利几何,14.37-20.78万,2332
202208,287,凌派,本田,9.68-14.68万,2316
202208,1810,风行S50 EV,东风风行,15.09-16.99万,2291
202208,4792,星途凌云,星途,11.77-15.49万,2276
202208,267,奔腾B70,奔腾,9.88-13.79万,2237
202208,1143,骐达TIIDA,日产,7.99-10.59万,2189
202208,585,锐界,福特,19.88-29.18万,2185
202208,3164,凯迪拉克XT6,凯迪拉克,34.99-55.27万,2125
202208,1359,探界者,雪佛兰,18.49-23.99万,2123
202208,5264,思皓曜,思皓,9.88-19.68万,2106
202208,4160,威然,大众,19.99-29.99万,2102
202208,4538,宝马iX3,宝马,22.50-26.00万,2094
202208,4503,凌宝BOX,凌宝汽车,3.98-6.88万,2078
202208,2827,奕泽IZOA,丰田,14.98-18.98万,2049
202208,245,奔驰V级,奔驰,47.88-66.98万,2038
202208,2835,探岳,大众,13.29-22.89万,1974
202208,5162,欧萌达,奇瑞,12.99万,1954
202208,2880,吉利ICON,吉利汽车,9.19-11.39万,1926
202208,5089,合创Z03,合创汽车,13.48-18.28万,1899
202208,4080,昂科旗,别克,29.99-35.99万,1889
202208,5335,拿铁PHEV,魏牌,22.90-26.30万,1885
202208,5440,林肯Z,林肯,18.88-31.58万,1859
202208,4388,悦虎,大运,6.38-8.70万,1800
202208,2716,奔驰E级PHEV,奔驰,53.86万,1790
202208,4801,亚洲狮,丰田,14.18-17.98万,1747
202208,3455,比亚迪e2,比亚迪,8.98-14.78万,1745
202208,5579,海豹,比亚迪,16.78-23.98万,1726
202208,336,标致408,标致,8.07-9.67万,1697
202208,4425,探岳X,大众,16.79-19.79万,1693
202208,5339,威飒,丰田,17.48-26.18万,1685
202208,1621,传祺GS3,广汽传祺,6.98-9.28万,1665
202208,244,威霆,奔驰,29.38-38.68万,1658
202208,4311,炫界,凯翼,6.39-9.49万,1654
202208,1183,荣威eRX5,荣威,13.59-14.79万,1646
202208,1123,智跑,起亚,10.48-12.28万,1644
202208,4537,航海家,林肯,27.08-41.38万,1640
202208,735,帝豪EV,吉利几何,15.98-16.98万,1638
202208,5093,宝骏KiWi EV,宝骏,8.78-10.28万,1603
202208,5416,岚图梦想家 EV,岚图,33.99-46.99万,1591
202208,5034,库斯途,现代,17.18-22.08万,1571
202208,5033,轩度,凯翼,7.98-9.39万,1563
202208,993,揽胜极光,路虎,39.28-47.58万,1561
202208,4355,红旗H9,红旗,23.28-44.28万,1556
202208,1616,蔚来ES8,蔚来,49.80-59.80万,1552
202208,4569,凯捷Victory,五菱汽车,8.58-14.98万,1528
202208,1636,丰田C-HR,丰田,15.28-19.28万,1483
202208,3355,沃尔沃XC40,沃尔沃,18.50-35.48万,1480
202208,3142,迈腾GTE,大众,18.69-20.19万,1480
202208,2984,大通G50,上汽大通MAXUS,7.68-13.98万,1480
202208,4921,哈弗赤兔,哈弗,8.28-12.88万,1464
202208,768,瑞风M3,江淮瑞风,6.58-12.79万,1450
202208,4663,本田LIFE,本田,9.78-11.28万,1433
202208,4188,锐程CC,长安,9.79-11.29万,1431
202208,5443,魔方,北京汽车,9.99-13.19万,1427
202208,4313,发现运动版,路虎,38.83-39.99万,1420
202208,4783,长安UNI-K,长安,12.99-15.99万,1402
202208,5122,创维EV6,创维汽车,10.98-32.98万,1311
202208,1579,劲客,日产,7.98-9.38万,1311
202208,4078,探影,大众,9.39-9.69万,1310
202208,5580,富康ES600,东风富康,15.38-16.38万,1309
202208,4894,ID.6 X,大众,19.39-22.79万,1303
202208,653,哈弗H9,哈弗,17.49-23.09万,1280
202208,4182,凯迪拉克CT4,凯迪拉克,21.97-25.97万,1233
202208,4796,凌尚,丰田,10.58-13.58万,1219
202208,4861,奔腾NAT,奔腾,13.98-16.48万,1191
202208,4284,探险者,福特,30.98-39.98万,1168
202208,3066,途铠,大众,8.39-12.99万,1157
202208,32,MG6,名爵,10.38-13.98万,1129
202208,2989,帕萨特PHEV,大众,19.22-20.11万,1127
202208,5210,传祺GS4 PLUS,广汽传祺,11.18-12.28万,1117
202208,4743,思皓X8,思皓,8.88-17.28万,1112
202208,4180,柯米克GT,斯柯达,11.99万,1109
202208,4357,蔚来EC6,蔚来,35.80-41.60万,1094
202208,457,东风风神AX7,东风风神,13.98万,1081
202208,4901,五菱征程,五菱汽车,6.98-9.08万,1062
202208,5081,领克09,领克,22.78-23.48万,1060
202208,5297,欧拉芭蕾猫,欧拉,14.98-17.98万,1056
202208,859,凯迪拉克CT6,凯迪拉克,27.97-38.97万,1050
202208,2890,奕跑,起亚,5.88-7.28万,1024
202208,5059,金海狮,SRM鑫源,6.09-10.59万,1017
202208,5250,MG ONE,名爵,8.78-10.98万,1016
202208,3721,斯威G05,SWM斯威汽车,8.69-12.98万,1010
202208,4870,智己L7,智己汽车,29.19-57.88万,1007
202208,5911,睿蓝X3 PRO,睿蓝汽车,4.89-5.79万,1001
202208,4989,奥迪Q5L Sportback,奥迪,30.50-42.98万,998
202208,1241,明锐,斯柯达,14.39-15.49万,990
202208,798,捷豹XFL,捷豹,43.99-48.79万,985
202208,1793,菱智M5 EV,东风风行,14.99-19.69万,980
202208,1789,捷豹XEL,捷豹,32.98-34.18万,979
202208,5283,领克09 EM-P,领克,27.48-31.48万,978
202208,1116,起亚K3,起亚,8.19-11.29万,973
202208,436,风光580,东风风光,7.99-12.99万,964
202208,4081,雪佛兰畅巡,雪佛兰,18.29-19.79万,952
202208,340,标致4008,标致,12.97-13.97万,950
202208,1357,创酷,雪佛兰,10.99-12.89万,935
202208,5216,长安UNI-K 智电iDD,长安,17.29-20.09万,926
202208,2867,奔腾T77,奔腾,11.48-12.38万,908
202208,5306,深蓝SL03,深蓝汽车,11.49-16.39万,879
202208,5387,本田e:NS1,本田,17.50-21.80万,878
202208,4990,奥迪Q3 Sportback,奥迪,19.60-34.10万,877
202208,1016,马自达CX-5,马自达,12.58-19.78万,858
202208,5385,凌宝Uni,凌宝汽车,2.98-3.98万,856
202208,4760,岚图FREE,岚图,21.89-24.69万,838
202208,4703,风光500,东风风光,6.18-8.58万,829
202208,4867,摩卡PHEV,魏牌,23.18-23.88万,813
202208,391,Polo,大众,6.59-9.99万,793
202208,5389,风光MINIEV,东风风光,3.26-5.91万,778
202208,1760,荣威Ei5,荣威,15.28-16.68万,777
202208,1475,欧诺S,长安凯程,4.69-5.44万,777
202208,5067,EVOS,福特,15.98-21.98万,772
202208,5831,思皓X6,思皓,7.99-11.89万,771
202208,4759,领裕,福特,15.38-20.18万,714
202208,4535,荣威iMAX8,荣威,16.58-23.58万,706
202208,4340,领克06 EM-P,领克,13.38-14.28万,690
202208,3932,奔驰EQB,奔驰,35.20-42.80万,688
202208,4730,本田CR-V PHEV,本田,22.59-26.99万,687
202208,338,标致2008,标致,9.97万,684
202208,5293,YOUNG光小新,电动屋,6.58-8.48万,644
202208,4981,元Pro,比亚迪,7.98-9.78万,636
202208,1119,起亚K5,起亚,12.38-17.38万,625
202208,1729,奔驰EQA,奔驰,32.20万,619
202208,3095,享域,本田,10.98-16.99万,616
202208,2993,长安CS85 COUPE,长安,11.49-15.99万,610
202208,3390,北京X3,北京汽车,5.99-8.79万,600
202208,1628,启辰D60,启辰,8.88-9.98万,595
202208,4339,飞行家,林肯,40.58-66.88万,594
202208,2151,红旗HS7,红旗,20.08-28.08万,578
202208,1661,柯珞克,斯柯达,14.99-15.49万,577
202208,4385,极狐 阿尔法T,ARCFOX极狐,18.58-28.08万,576
202208,4381,马自达CX-30,马自达,9.99-13.99万,570
202208,1642,天逸 C5 AIRCROSS,雪铁龙,13.27-17.77万,562
202208,2887,宋MAX DM,比亚迪,13.78-16.48万,561
202208,2167,嘉际,吉利汽车,10.97-14.28万,532
202208,3463,领克05,领克,17.78-22.68万,509
202208,1712,风光S560,东风风光,6.79-7.89万,508
202208,1245,柯迪亚克,斯柯达,19.19-24.39万,508
202208,3001,途观L PHEV,大众,21.61-22.70万,505
202208,4834,华晨新日i03,华晨新日,4.39-9.88万,503
202208,4637,极狐 阿尔法S,ARCFOX极狐,18.98-32.98万,477
202208,3503,AION LX,埃安,28.66-46.96万,447
202208,4209,VGV U70,中国重汽VGV,7.79-11.89万,444
202208,4794,奔腾T55,奔腾,8.59-10.49万,438
202208,5151,枫叶60s,睿蓝汽车,14.98-15.98万,432
202208,437,风光330,东风风光,4.19-6.88万,427
202208,4859,思皓QX,思皓,10.19-19.69万,412
202208,5014,小虎FEV,小虎,4.19-5.59万,407
202208,1792,沃尔沃XC60 PHEV,沃尔沃,39.09-60.39万,401
202208,337,标致508L,标致,14.67-19.07万,401
202208,1318,索纳塔,现代,13.98-18.68万,399
202208,5819,蔚来ES7,蔚来,43.80-51.80万,398
202208,5438,大通G90,上汽大通MAXUS,18.99-31.99万,396
202208,2883,领克01 EM-P,领克,18.58-21.38万,385
202208,4146,红旗E-HS9,红旗,43.98-70.98万,382
202208,3360,奔驰A级AMG,奔驰,41.13万,382
202208,5002,奥迪Q5 e-tron,奥迪,29.85-43.25万,338
202208,1324,胜达,现代,19.58-26.88万,338
202208,4422,北京X7,北京汽车,11.99-13.99万,335
202208,5390,风光380,东风风光,5.28-6.08万,334
202208,2982,领界,福特,10.98-16.48万,332
202208,4890,福特电马,福特,23.98-35.98万,331
202208,4839,皓影 PHEV,本田,17.59-21.99万,313
202208,1423,英菲尼迪QX50,英菲尼迪,35.08-39.18万,313
202208,4838,宝马i3,宝马,19.39-25.19万,311
202208,5367,炫界Pro EV,凯翼,11.99-17.66万,309
202208,4276,启辰星,启辰,12.66-14.96万,309
202208,4813,威兰达PHEV,丰田,25.68-29.18万,290
202208,2779,斯威G01,SWM斯威汽车,26.98万,289
202208,4542,远志M1,大运,17.48-31.88万,279
202208,4302,奥迪A7L,奥迪,41.87-66.62万,274
202208,5392,e:NP1 极湃1,本田,12.50-16.80万,273
202208,4567,北京越野BJ30,北京越野,8.99-12.69万,268
202208,4196,开拓者,雪佛兰,19.49-26.69万,265
202208,2970,启辰T60,启辰,8.68-11.28万,264
202208,1243,速派,斯柯达,11.99-13.99万,255
202208,1126,嘉华,起亚,22.89-27.99万,232
202208,4329,RAV4荣放PHEV,丰田,24.88-29.78万,230
202208,3028,易至EV3,江铃集团新能源,5.28-6.68万,228
202208,5958,VGV U70Pro,中国重汽VGV,7.78-11.58万,226
202208,484,东南DX3,东南,6.96-12.99万,222
202208,3337,奥迪Q2L e-tron,奥迪,24.38万,221
202208,2937,沃尔沃S90 PHEV,沃尔沃,34.90-61.39万,220
202208,5828,MG4 EV,名爵,10.98-18.68万,209
202208,341,标致5008,标致,14.97-20.47万,206
202208,407,途安L,大众,14.68-17.58万,198
202208,4858,羿,江铃集团新能源,11.88-19.98万,190
202208,2828,海马8S,海马,7.99-13.69万,190
202208,4638,比亚迪D1,比亚迪,16.08-16.98万,168
202208,5063,大家9 EV,上汽大通MAXUS,25.39-40.39万,153
202208,5149,奔腾B70S,奔腾,10.99-14.29万,146
202208,1406,森雅R7,一汽,7.98-8.98万,145
202208,4156,领克05 EM-P,领克,21.38万,142
202208,1719,焕驰,起亚,6.49-6.89万,133
202208,1422,英菲尼迪Q50L,英菲尼迪,26.48-38.98万,123
202208,4334,奥迪Q4 e-tron,奥迪,19.50-36.70万,121
202208,1211,大通G10,上汽大通MAXUS,10.30-18.48万,121
202208,3474,奔腾T99,奔腾,13.49-18.69万,111
202208,573,途睿欧,福特,19.96-25.00万,108
202208,5407,华晨新日i03A,华晨新日,9.88-12.50万,104
202208,4391,e爱丽舍,东风富康,12.98-13.98万,97
202208,5364,奥迪Q6,奥迪,46.76-61.56万,96
202208,2990,东南A5翼舞,东南,5.79-11.99万,95
202208,1463,长安CS95,长安,16.79-19.19万,80
202208,5188,VGV U75PLUS,中国重汽VGV,11.79-15.19万,78
202208,4201,海马7X,海马,12.98-16.38万,75
202208,3096,广汽本田VE-1,理念,11.88-14.58万,66
202208,1280,沃尔沃S60 PHEV,沃尔沃,33.39-38.29万,66
202208,5474,瑞风E3,江淮瑞风,13.99-20.88万,56
202208,5294,英菲尼迪QX60,英菲尼迪,37.88-51.88万,51
202208,5912,ZR-V 致在,本田,10.69-17.59万,35
202208,4795,绎乐,广汽集团,16.78-18.98万,26
202208,4549,锐际PHEV,福特,20.80万,26
202208,165,北京越野BJ80,北京越野,29.80-39.80万,26
202208,3724,DS 9,DS,27.49-34.99万,24
202208,5358,IQ锐歌,凯迪拉克,24.77-41.97万,20
202208,848,优优,开瑞,3.99-6.24万,18
202208,2813,风光ix5,东风风光,9.98-16.59万,16
202208,5898,小麒麟,江铃集团新能源,4.99-5.19万,15
202208,1805,DS 7,DS,24.99-32.99万,14
202208,5818,荣威iMAX8 EV,荣威,25.98-35.98万,13
202208,4157,DS 9 PHEV,DS,33.49-40.49万,13
202208,5813,奔驰EQE,奔驰,47.80-62.70万,10
202208,1647,北京越野BJ90,北京越野,47.80-49.80万,5
202208,3723,合创007,合创汽车,29.98万,4
202208,2889,菲斯塔,现代,13.88-15.48万,4
202208,485,东南DX7,东南,9.99-13.99万,3
202208,5418,红旗国耀,红旗,136.58-146.58万,2
202208,4068,东南DX5,东南,6.99-9.99万,2
202208,559,新龙马汽车启腾EX80,新龙马汽车,5.88-6.18万,2
202208,4278,奔腾E01,奔腾,19.68-22.88万,1
202209,4363,Model Y,特斯拉,26.35-31.35万,46694
202209,4865,宋PLUS DM,比亚迪,11.98-17.58万,39983
202209,4499,五菱宏光MINIEV,五菱汽车,2.38-9.99万,37416
202209,1145,轩逸,日产,6.98-14.48万,35926
202209,393,朗逸,大众,6.59-10.00万,35013
202209,3762,Model 3,特斯拉,23.55-33.95万,30919
202209,542,卡罗拉,丰田,9.68-13.58万,25168
202209,5008,海豚,比亚迪,9.18-12.58万,24855
202209,409,宝来,大众,6.49-9.59万,22649
202209,4802,秦PLUS DM,比亚迪,7.28-11.38万,22352
202209,289,雅阁,本田,12.48-18.38万,21163
202209,414,速腾,大众,7.79-15.89万,21037
202209,535,凯美瑞,丰田,12.18-20.98万,20288
202209,398,帕萨特,大众,12.65-20.74万,19856
202209,4228,汉DM,比亚迪,15.58-22.58万,18067
202209,534,雷凌,丰田,8.18-11.68万,17360
202209,3196,长安CS75 PLUS,长安,8.99-13.49万,16849
202209,5248,元PLUS,比亚迪,10.98-14.58万,16701
202209,649,哈弗H6,哈弗,7.19-12.19万,16420
202209,145,宝马3系,宝马,21.49-28.79万,16174
202209,353,别克GL8,别克,23.29-47.39万,14952
202209,1147,天籁,日产,12.78-18.78万,14447
202209,415,迈腾,大众,14.19-21.69万,14160
202209,404,途观L,大众,12.68-21.48万,13769
202209,216,奔驰GLC,奔驰,42.78-53.13万,13740
202209,546,RAV4荣放,丰田,12.78-19.68万,13537
202209,3101,AION S,埃安,11.88-16.99万,13522
202209,4814,AION Y,埃安,10.98-14.58万,13408
202209,4300,汉EV,比亚迪,16.98-23.58万,13269
202209,1150,逍客,日产,9.98-14.88万,13005
202209,2836,途岳,大众,7.99-16.29万,12886
202209,280,本田CR-V,本田,18.59-26.39万,12815
202209,146,宝马5系,宝马,30.59-52.59万,12633
202209,345,威朗,别克,12.89-15.89万,12578
202209,311,唐DM,比亚迪,16.98-26.98万,12308
202209,2916,奥迪Q5L,奥迪,26.50-32.50万,12296
202209,2794,瑞虎8,奇瑞,7.99-15.99万,12256
202209,4629,哪吒V,哪吒汽车,7.39-10.38万,11935
202209,3159,红旗HS5,红旗,12.88-19.48万,11806
202209,4857,星越L,吉利汽车,13.27-16.47万,11728
202209,214,奔驰E级,奔驰,45.18-59.98万,11676
202209,4899,秦PLUS EV,比亚迪,9.98-17.98万,11606
202209,3094,科鲁泽,雪佛兰,9.49-10.89万,11573
202209,4172,威兰达,丰田,12.98-22.08万,11503
202209,96,奥迪A4L,奥迪,20.92-36.28万,11503
202209,1290,五菱宏光,五菱汽车,4.65-6.09万,11476
202209,352,昂科威,别克,22.99-25.99万,11399
202209,397,凌渡,大众,9.89-14.59万,11358
202209,2975,缤越,吉利汽车,5.98-8.98万,11094
202209,1455,逸动,长安,6.39-7.69万,11059
202209,4223,长安CS55 PLUS,长安,7.99-12.59万,11053
202209,733,帝豪,吉利汽车,4.89-14.98万,10967
202209,5288,长安UNI-V,长安,9.39-13.99万,10947
202209,2812,宝马X3,宝马,34.99-48.69万,10894
202209,4079,皓影,本田,12.79-23.89万,10587
202209,276,思域,本田,12.99-18.79万,10534
202209,99,奥迪A6L,奥迪,28.28-50.80万,10445
202209,5227,理想L9,理想汽车,40.98-43.98万,10123
202209,1310,伊兰特,现代,9.98-14.98万,10123
202209,5369,锋兰达,丰田,8.78-14.68万,10075
202209,5859,长安Lumin,长安,3.79-6.99万,10010
202209,1977,探歌,大众,10.79-12.87万,9932
